"Date","Value"
"11/20/2015","64.9120"
"11/19/2015","64.7785"
"11/18/2015","65.4799"
"11/17/2015","66.4607"
"11/14/2015","66.6343"
"11/13/2015","65.4541"
"11/12/2015","64.5693"
"11/11/2015","64.3908"
"11/10/2015","64.6606"
"11/7/2015","63.6832"
"11/6/2015","63.3991"
"11/4/2015","63.8525"
"11/3/2015","63.7993"
"10/31/2015","64.3742"
"10/30/2015","64.1686"
"10/29/2015","65.3159"
"10/28/2015","63.5004"
"10/27/2015","62.5038"
"10/24/2015","61.9286"
"10/23/2015","62.7888"
"10/22/2015","62.6309"
"10/21/2015","62.1620"
"10/20/2015","61.4419"
"10/17/2015","61.3587"
"10/16/2015","62.2433"
"10/15/2015","63.1248"
"10/14/2015","62.2237"
"10/13/2015","61.1535"
"10/10/2015","61.2967"
"10/9/2015","62.2942"
"10/8/2015","62.7061"
"10/7/2015","65.0962"
"10/6/2015","65.6248"
"10/3/2015","65.9414"
"10/2/2015","65.0336"
"10/1/2015","65.7364"
"9/30/2015","66.2367"
"9/29/2015","65.5470"
"9/26/2015","65.6727"
"9/25/2015","66.5151"
"9/24/2015","66.0410"
"9/23/2015","66.1747"
"9/22/2015","66.1455"
"9/19/2015","65.6445"
"9/18/2015","65.3623"
"9/17/2015","65.9273"
"9/16/2015","67.1574"
"9/15/2015","67.9571"
"9/12/2015","68.0093"
"9/11/2015","68.4961"
"9/10/2015","67.6219"
"9/9/2015","68.7932"
"9/8/2015","68.4864"
"9/5/2015","67.6850"
"9/4/2015","67.0102"
"9/3/2015","66.6756"
"9/2/2015","65.3495"
"9/1/2015","66.7152"
"8/29/2015","66.4779"
"8/28/2015","67.4473"
"8/27/2015","69.3142"
"8/26/2015","69.9461"
"8/25/2015","70.7465"
"8/22/2015","68.1216"
"8/21/2015","66.9608"
"8/20/2015","65.7222"
"8/19/2015","65.8289"
"8/18/2015","65.5034"
"8/15/2015","64.9363"
"8/14/2015","63.9988"
"8/13/2015","65.0169"
"8/12/2015","63.2098"
"8/11/2015","64.4977"
"8/8/2015","63.8399"
"8/7/2015","63.8644"
"8/6/2015","62.7184"
"8/5/2015","62.9182"
"8/4/2015","62.4677"
"8/1/2015","60.3458"
"7/31/2015","58.9906"
"7/30/2015","59.7665"
"7/29/2015","60.2231"
"7/28/2015","58.7816"
"7/25/2015","58.0374"
"7/24/2015","57.3578"
"7/23/2015","57.0232"
"7/22/2015","57.0025"
"7/21/2015","56.8336"
"7/18/2015","56.8423"
"7/17/2015","56.9504"
"7/16/2015","56.6642"
"7/15/2015","56.9774"
"7/14/2015","56.6079"
"7/11/2015","56.6685"
"7/10/2015","56.9803"
"7/9/2015","57.2174"
"7/8/2015","57.2192"
"7/7/2015","56.4112"
"7/4/2015","55.6049"
"7/3/2015","55.6555"
"7/2/2015","55.4756"
"7/1/2015","55.8413"
"6/30/2015","55.5240"
"6/27/2015","54.8126"
"6/26/2015","54.6026"
"6/25/2015","54.0746"
"6/24/2015","54.2081"
"6/23/2015","53.5569"
"6/20/2015","53.8006"
"6/19/2015","53.3301"
"6/18/2015","53.8999"
"6/17/2015","54.0409"
"6/16/2015","55.2679"
"6/12/2015","54.5285"
"6/11/2015","54.8219"
"6/10/2015","55.9100"
"6/9/2015","56.0435"
"6/6/2015","56.2463"
"6/5/2015","54.9908"
"6/4/2015","53.0590"
"6/3/2015","53.4413"
"6/2/2015","52.8213"
"5/30/2015","52.9716"
"5/29/2015","52.2907"
"5/28/2015","51.0178"
"5/27/2015","50.3223"
"5/26/2015","49.8613"
"5/23/2015","49.7901"
"5/22/2015","49.9204"
"5/21/2015","49.7919"
"5/20/2015","49.1777"
"5/19/2015","49.2175"
"5/16/2015","50.0115"
"5/15/2015","50.0774"
"5/14/2015","49.5366"
"5/13/2015","50.9140"
"5/9/2015","50.7511"
"5/8/2015","50.3615"
"5/7/2015","49.9816"
"5/6/2015","51.7574"
"5/1/2015","51.1388"
"4/30/2015","51.7029"
"4/29/2015","52.3041"
"4/28/2015","51.4690"
"4/25/2015","50.2473"
"4/24/2015","51.6011"
"4/23/2015","53.6555"
"4/22/2015","53.9728"
"4/21/2015","51.5207"
"4/18/2015","50.5295"
"4/17/2015","49.6749"
"4/16/2015","50.5033"
"4/15/2015","51.9749"
"4/14/2015","52.4220"
"4/11/2015","51.0678"
"4/10/2015","52.5424"
"4/9/2015","54.0270"
"4/8/2015","55.3328"
"4/7/2015","56.5161"
"4/4/2015","56.7534"
"4/3/2015","56.9902"
"4/2/2015","58.3536"
"4/1/2015","57.6500"
"3/31/2015","58.4643"
"3/28/2015","57.7279"
"3/27/2015","56.4271"
"3/26/2015","57.3879"
"3/25/2015","58.7710"
"3/24/2015","59.4452"
"3/21/2015","60.0341"
"3/20/2015","59.8308"
"3/19/2015","61.3483"
"3/18/2015","61.7510"
"3/17/2015","62.1497"
"3/14/2015","61.3167"
"3/13/2015","60.9595"
"3/12/2015","62.6797"
"3/11/2015","60.6649"
"3/7/2015","59.9938"
"3/6/2015","61.8457"
"3/5/2015","61.8745"
"3/4/2015","62.3649"
"3/3/2015","62.2248"
"2/28/2015","61.2718"
"2/27/2015","60.7109"
"2/26/2015","62.5906"
"2/25/2015","63.5083"
"2/21/2015","61.7235"
"2/20/2015","62.1307"
"2/19/2015","62.4001"
"2/18/2015","62.8353"
"2/17/2015","62.6632"
"2/14/2015","65.0862"
"2/13/2015","66.0994"
"2/12/2015","66.0585"
"2/11/2015","65.4469"
"2/10/2015","65.7817"
"2/7/2015","66.0432"
"2/6/2015","68.6113"
"2/5/2015","65.4470"
"2/4/2015","67.7727"
"2/3/2015","69.6640"
"1/31/2015","68.9291"
"1/30/2015","68.7303"
"1/29/2015","67.1506"
"1/28/2015","67.8153"
"1/27/2015","65.5937"
"1/24/2015","63.3930"
"1/23/2015","65.4000"
"1/22/2015","65.5558"
"1/21/2015","64.9862"
"1/20/2015","64.9732"
"1/17/2015","65.1738"
"1/16/2015","64.8337"
"1/15/2015","66.0983"
"1/14/2015","64.8425"
"1/13/2015","62.7363"
"1/1/2015","56.2376"
"12/31/2014","56.2584"
"12/30/2014","56.6801"
"12/27/2014","52.0343"
"12/26/2014","52.6159"
"12/25/2014","54.4913"
"12/24/2014","54.5687"
"12/23/2014","56.4940"
"12/20/2014","60.6825"
"12/19/2014","59.6029"
"12/18/2014","67.7851"
"12/17/2014","61.1512"
"12/16/2014","58.3461"
"12/13/2014","56.8919"
"12/12/2014","54.7932"
"12/11/2014","54.2758"
"12/10/2014","54.2116"
"12/9/2014","53.3079"
"12/6/2014","53.1088"
"12/5/2014","52.6932"
"12/4/2014","54.3821"
"12/3/2014","50.7678"
"12/2/2014","51.8068"
"11/29/2014","49.3220"
"11/28/2014","47.6629"
"11/27/2014","46.4244"
"11/26/2014","44.9758"
"11/25/2014","44.7852"
"11/22/2014","45.7926"
"11/21/2014","46.7047"
"11/20/2014","47.0294"
"11/19/2014","46.9797"
"11/18/2014","47.3329"
"11/15/2014","47.3920"
"11/14/2014","46.1233"
"11/13/2014","46.3379"
"11/12/2014","45.9520"
"11/11/2014","45.8926"
"11/8/2014","47.8774"
"11/7/2014","45.1854"
"11/6/2014","44.3993"
"11/1/2014","41.9627"
"10/31/2014","43.3943"
"10/30/2014","42.6525"
"10/29/2014","42.3934"
"10/28/2014","41.9497"
"10/25/2014","41.8101"
"10/24/2014","41.4958"
"10/23/2014","40.9671"
"10/22/2014","41.0501"
"10/21/2014","40.8815"
"10/18/2014","41.0450"
"10/17/2014","40.7457"
"10/16/2014","40.9416"
"10/15/2014","40.5304"
"10/14/2014","40.3251"
"10/11/2014","40.2125"
"10/10/2014","39.9800"
"10/9/2014","39.9819"
"10/8/2014","39.7417"
"10/7/2014","39.9820"
"10/4/2014","39.6980"
"10/3/2014","39.5474"
"10/2/2014","39.6604"
"10/1/2014","39.3836"
"9/30/2014","39.3866"
"9/27/2014","38.7243"
"9/26/2014","38.3007"
"9/25/2014","38.3830"
"9/24/2014","38.6672"
"9/23/2014","38.5782"
"9/20/2014","38.4134"
"9/19/2014","38.4209"
"9/18/2014","38.3724"
"9/17/2014","38.7058"
"9/16/2014","37.9861"
"9/13/2014","37.6545"
"9/12/2014","37.3758"
"9/11/2014","37.1693"
"9/10/2014","37.0261"
"9/9/2014","37.0866"
"9/6/2014","36.9219"
"9/5/2014","36.8038"
"9/4/2014","37.3183"
"9/3/2014","37.3480"
"9/2/2014","37.2945"
"8/30/2014","36.9316"
"8/29/2014","36.3053"
"8/28/2014","36.1397"
"8/27/2014","36.1358"
"8/26/2014","36.1201"
"8/23/2014","36.0027"
"8/22/2014","36.3317"
"8/21/2014","36.2240"
"8/20/2014","36.1094"
"8/19/2014","36.0294"
"8/16/2014","36.0014"
"8/15/2014","36.0395"
"8/14/2014","36.2222"
"8/13/2014","36.0890"
"8/12/2014","36.0475"
"8/9/2014","36.4461"
"8/8/2014","36.2496"
"8/7/2014","36.1102"
"8/6/2014","35.7987"
"8/5/2014","35.6605"
"8/2/2014","35.7272"
"8/1/2014","35.4438"
"7/31/2014","35.7271"
"7/30/2014","35.6339"
"7/29/2014","35.3457"
"7/26/2014","35.0535"
"7/25/2014","35.0786"
"7/24/2014","34.8101"
"7/23/2014","35.0387"
"7/22/2014","35.0900"
"7/19/2014","35.1627"
"7/18/2014","34.7998"
"7/17/2014","34.3853"
"7/16/2014","34.3723"
"7/15/2014","34.3135"
"7/12/2014","34.0582"
"7/11/2014","33.8353"
"7/10/2014","34.0758"
"7/9/2014","34.4258"
"7/8/2014","34.5691"
"7/5/2014","34.3236"
"7/4/2014","34.1949"
"7/3/2014","34.2496"
"7/2/2014","34.2275"
"7/1/2014","33.8434"
"6/28/2014","33.6306"
"6/27/2014","33.7508"
"6/26/2014","33.9070"
"6/25/2014","33.9812"
"6/24/2014","34.2797"
"6/21/2014","34.4190"
"6/20/2014","34.3025"
"6/19/2014","34.8232"
"6/18/2014","34.8095"
"6/17/2014","34.5654"
"6/12/2014","34.3227"
"6/11/2014","34.3681"
"6/10/2014","34.3303"
"6/7/2014","34.6573"
"6/6/2014","34.9043"
"6/5/2014","35.1398"
"6/4/2014","35.0115"
"6/3/2014","34.8887"
"5/31/2014","34.7352"
"5/30/2014","34.6481"
"5/29/2014","34.4895"
"5/28/2014","34.2571"
"5/27/2014","34.0771"
"5/24/2014","34.3139"
"5/23/2014","34.2802"
"5/22/2014","34.5078"
"5/21/2014","34.6007"
"5/20/2014","34.7394"
"5/17/2014","34.7794"
"5/16/2014","34.7005"
"5/15/2014","34.7090"
"5/14/2014","34.8789"
"5/13/2014","35.2091"
"5/9/2014","35.0343"
"5/8/2014","35.4971"
"5/7/2014","35.6550"
"5/6/2014","35.8381"
"5/1/2014","35.7227"
"4/30/2014","35.6983"
"4/29/2014","36.0245"
"4/26/2014","35.9289"
"4/25/2014","35.6830"
"4/24/2014","35.6625"
"4/23/2014","35.6785"
"4/22/2014","35.6688"
"4/19/2014","35.5389"
"4/18/2014","35.9287"
"4/17/2014","36.0813"
"4/16/2014","35.9635"
"4/15/2014","35.9890"
"4/12/2014","35.6239"
"4/11/2014","35.5581"
"4/10/2014","35.7493"
"4/9/2014","35.5475"
"4/8/2014","35.4679"
"4/5/2014","35.5010"
"4/4/2014","35.5154"
"4/3/2014","35.2517"
"4/2/2014","35.0240"
"4/1/2014","35.6053"
"3/29/2014","35.6871"
"3/28/2014","35.5810"
"3/27/2014","35.4494"
"3/26/2014","35.9316"
"3/25/2014","36.1663"
"3/22/2014","36.4022"
"3/21/2014","36.1081"
"3/20/2014","36.2070"
"3/19/2014","36.4487"
"3/18/2014","36.6505"
"3/15/2014","36.6391"
"3/14/2014","36.4566"
"3/13/2014","36.4865"
"3/12/2014","36.4015"
"3/8/2014","36.2618"
"3/7/2014","36.1251"
"3/6/2014","36.0849"
"3/5/2014","36.3208"
"3/4/2014","36.3784"
"3/1/2014","36.1847"
"2/28/2014","36.0501"
"2/27/2014","35.7872"
"2/26/2014","35.5669"
"2/25/2014","35.5112"
"2/22/2014","35.6828"
"2/21/2014","35.7670"
"2/20/2014","35.5857"
"2/19/2014","35.2386"
"2/18/2014","35.0976"
"2/15/2014","35.2559"
"2/14/2014","34.8611"
"2/13/2014","34.7595"
"2/12/2014","34.7964"
"2/11/2014","34.7636"
"2/8/2014","34.6044"
"2/7/2014","34.7287"
"2/6/2014","34.9592"
"2/5/2014","35.4502"
"2/4/2014","35.2347"
"2/1/2014","35.1800"
"1/31/2014","35.2448"
"1/30/2014","34.5633"
"1/29/2014","34.6250"
"1/28/2014","34.7093"
"1/25/2014","34.2600"
"1/24/2014","34.0334"
"1/23/2014","33.8688"
"1/22/2014","33.8161"
"1/21/2014","33.6429"
"1/18/2014","33.4343"
"1/17/2014","33.4013"
"1/16/2014","33.3562"
"1/15/2014","33.2386"
"1/14/2014","33.1204"
"1/11/2014","33.2062"
"1/10/2014","33.1547"
"1/1/2014","32.6587"
"12/31/2013","32.7292"
"12/28/2013","32.6282"
"12/27/2013","32.6710"
"12/26/2013","32.6487"
"12/25/2013","32.6284"
"12/24/2013","32.9506"
"12/21/2013","32.9798"
"12/20/2013","32.9527"
"12/19/2013","32.9404"
"12/18/2013","32.8646"
"12/17/2013","32.8658"
"12/14/2013","32.8663"
"12/13/2013","32.7518"
"12/12/2013","32.7315"
"12/11/2013","32.7848"
"12/10/2013","32.7782"
"12/7/2013","32.9514"
"12/6/2013","33.1140"
"12/5/2013","33.2632"
"12/4/2013","33.2460"
"12/3/2013","33.1482"
"11/30/2013","33.1916"
"11/29/2013","33.1332"
"11/28/2013","33.0041"
"11/27/2013","32.9879"
"11/26/2013","32.7733"
"11/23/2013","32.9055"
"11/22/2013","33.0180"
"11/21/2013","32.7417"
"11/20/2013","32.6098"
"11/19/2013","32.5658"
"11/16/2013","32.6807"
"11/15/2013","32.6874"
"11/14/2013","32.8184"
"11/13/2013","32.8076"
"11/12/2013","32.6622"
"11/9/2013","32.5479"
"11/8/2013","32.3803"
"11/7/2013","32.4511"
"11/6/2013","32.3509"
"11/2/2013","32.1808"
"11/1/2013","32.0758"
"10/31/2013","32.0613"
"10/30/2013","31.9445"
"10/29/2013","31.8119"
"10/26/2013","31.6775"
"10/25/2013","31.6618"
"10/24/2013","31.7448"
"10/23/2013","31.9346"
"10/22/2013","31.9013"
"10/19/2013","31.8460"
"10/18/2013","32.0816"
"10/17/2013","32.2561"
"10/16/2013","32.2676"
"10/15/2013","32.2663"
"10/12/2013","32.2133"
"10/11/2013","32.3564"
"10/10/2013","32.3619"
"10/9/2013","32.2984"
"10/8/2013","32.2931"
"10/5/2013","32.1005"
"10/4/2013","32.1250"
"10/3/2013","32.2979"
"10/2/2013","32.2965"
"10/1/2013","32.4839"
"9/28/2013","32.3451"
"9/27/2013","32.1736"
"9/26/2013","31.9343"
"9/25/2013","31.8167"
"9/24/2013","31.9106"
"9/21/2013","31.7326"
"9/20/2013","31.5892"
"9/19/2013","32.2450"
"9/18/2013","32.3237"
"9/17/2013","32.2907"
"9/14/2013","32.7406"
"9/13/2013","32.6731"
"9/12/2013","32.9629"
"9/11/2013","33.0600"
"9/10/2013","33.3243"
"9/7/2013","33.4338"
"9/6/2013","33.3901"
"9/5/2013","33.4656"
"9/4/2013","33.3693"
"9/3/2013","33.2522"
"8/31/2013","33.2474"
"8/30/2013","33.1783"
"8/29/2013","33.1798"
"8/28/2013","33.1224"
"8/27/2013","32.9564"
"8/24/2013","33.0552"
"8/23/2013","33.1908"
"8/22/2013","32.9737"
"8/21/2013","33.0006"
"8/20/2013","32.9226"
"8/17/2013","32.9421"
"8/16/2013","33.0004"
"8/15/2013","33.1583"
"8/14/2013","33.0426"
"8/13/2013","32.8910"
"8/10/2013","32.8606"
"8/9/2013","32.9401"
"8/8/2013","32.9848"
"8/7/2013","32.9390"
"8/6/2013","32.8811"
"8/3/2013","33.0978"
"8/2/2013","32.9741"
"8/1/2013","33.0330"
"7/31/2013","32.8901"
"7/30/2013","32.8556"
"7/27/2013","32.6371"
"7/26/2013","32.5376"
"7/25/2013","32.3462"
"7/24/2013","32.3106"
"7/23/2013","32.3236"
"7/20/2013","32.4288"
"7/19/2013","32.3998"
"7/18/2013","32.4526"
"7/17/2013","32.5417"
"7/16/2013","32.6220"
"7/13/2013","32.6429"
"7/12/2013","32.5867"
"7/11/2013","32.9112"
"7/10/2013","33.0842"
"7/9/2013","33.3210"
"7/6/2013","33.2247"
"7/5/2013","33.1605"
"7/4/2013","33.2204"
"7/3/2013","32.9475"
"7/2/2013","32.8517"
"6/29/2013","32.7090"
"6/28/2013","32.8766"
"6/27/2013","32.8876"
"6/26/2013","32.7140"
"6/25/2013","32.9097"
"6/22/2013","32.7433"
"6/21/2013","32.7041"
"6/20/2013","32.1201"
"6/19/2013","31.8824"
"6/18/2013","31.6790"
"6/15/2013","31.8029"
"6/14/2013","32.3467"
"6/12/2013","32.3951"
"6/11/2013","32.3246"
"6/8/2013","32.2397"
"6/7/2013","32.1385"
"6/6/2013","31.9816"
"6/5/2013","31.8344"
"6/4/2013","32.0487"
"6/1/2013","31.7979"
"5/31/2013","31.5893"
"5/30/2013","31.5203"
"5/29/2013","31.3784"
"5/28/2013","31.3025"
"5/25/2013","31.3164"
"5/24/2013","31.4711"
"5/23/2013","31.2280"
"5/22/2013","31.1770"
"5/21/2013","31.3406"
"5/18/2013","31.3931"
"5/17/2013","31.4166"
"5/16/2013","31.4281"
"5/15/2013","31.2778"
"5/14/2013","31.3777"
"5/9/2013","31.0829"
"5/8/2013","31.0789"
"5/7/2013","31.0839"
"5/1/2013","31.0433"
"4/30/2013","31.2559"
"4/27/2013","31.2196"
"4/26/2013","31.3169"
"4/25/2013","31.5917"
"4/24/2013","31.6414"
"4/23/2013","31.5664"
"4/20/2013","31.4605"
"4/19/2013","31.7151"
"4/18/2013","31.2320"
"4/17/2013","31.4512"
"4/16/2013","31.3051"
"4/13/2013","30.9308"
"4/12/2013","30.8814"
"4/11/2013","31.0036"
"4/10/2013","31.2086"
"4/9/2013","31.6144"
"4/6/2013","31.6207"
"4/5/2013","31.7203"
"4/4/2013","31.3918"
"4/3/2013","31.1178"
"4/2/2013","31.1093"
"3/30/2013","31.0834"
"3/29/2013","30.9962"
"3/28/2013","30.8630"
"3/27/2013","30.8734"
"3/26/2013","30.7585"
