"runid","secid","scheme","features","lookback","horizon","hidden","layers","dropout","lr","batch_size","epochs_trained","mae_train","mae_val","mae_test","rmse_train","rmse_val","rmse_test","mase_train","mase_val","mase_test","dir_accuracy_train","dir_accuracy_val","dir_accuracy_test","duration_sec","device"
1779293142264,LKOH,attention,quotes,90,1,64,1,0.1,0.001,64,17,0.012734,0.009317,0.011235,0.018875,0.012763,0.015117,0.716608,0.524323,0.632232,0.509091,0.613333,0.426667,3,cuda
1779293147919,LKOH,attention,quotes_macro,90,1,64,1,0.1,0.001,64,50,0.012342,0.009253,0.011567,0.018529,0.012854,0.015519,0.694509,0.520678,0.650914,0.550649,0.6,0.426667,4,cuda
1779293155082,LKOH,attention,quotes_macro_fund,90,1,64,1,0.1,0.001,64,50,0.012793,0.151107,0.057497,0.018679,0.160097,0.078444,0.71991,8.503235,3.235502,0.516883,0.573333,0.573333,4,cuda
1779293162440,LKOH,attention,quotes_macro_fund_sent,90,1,64,1,0.1,0.001,64,17,0.023789,0.018583,0.01595,0.029007,0.022721,0.020684,1.338693,1.045718,0.897574,0.538961,0.453333,0.426667,3,cuda
1779293168834,GMKN,attention,quotes,15,1,64,1,0.1,0.001,64,12,0.014522,0.019842,0.016569,0.020002,0.025633,0.021395,0.802789,1.096877,0.91593,0.521739,0.481013,0.468354,3,cuda
1779293174587,GMKN,attention,quotes_macro,15,1,64,1,0.1,0.001,64,14,0.014075,0.018869,0.016437,0.019343,0.024933,0.021165,0.778074,1.043073,0.908636,0.496894,0.5,0.474684,3,cuda
1779293180454,GMKN,attention,quotes_macro_fund,15,1,64,1,0.1,0.001,64,50,0.012146,0.267811,0.259523,0.017321,0.280051,0.270327,0.671421,14.804651,14.346448,0.581366,0.537975,0.506329,4,cuda
1779293187687,GMKN,attention,quotes_macro_fund_sent,15,1,64,1,0.1,0.001,64,11,0.023991,0.026465,0.036053,0.030593,0.033511,0.051762,1.326251,1.462978,1.993037,0.469565,0.455696,0.506329,3,cuda
1779293193981,GMKN,attention,quotes,30,1,64,1,0.1,0.001,64,12,0.013544,0.018874,0.014141,0.018981,0.024107,0.018513,0.741073,1.032712,0.77372,0.508176,0.492857,0.531915,3,cuda
1779293199558,GMKN,attention,quotes_macro,30,1,64,1,0.1,0.001,64,14,0.013442,0.017993,0.015359,0.018995,0.024064,0.019955,0.735494,0.984481,0.840391,0.510692,0.564286,0.475177,3,cuda
1779293205473,GMKN,attention,quotes_macro_fund,30,1,64,1,0.1,0.001,64,50,0.01242,0.300711,0.24351,0.017597,0.304598,0.26454,0.679573,16.453565,13.323779,0.574843,0.564286,0.524823,5,cuda
1779293213185,GMKN,attention,quotes_macro_fund_sent,30,1,64,1,0.1,0.001,64,11,0.023264,0.029078,0.044111,0.029725,0.038464,0.068416,1.272889,1.591023,2.41357,0.461635,0.435714,0.510638,3,cuda
1779293219390,GMKN,attention,quotes,60,1,64,1,0.1,0.001,64,11,0.014663,0.016709,0.013879,0.020346,0.022265,0.017809,0.789557,0.899758,0.747341,0.514212,0.518868,0.490566,3,cuda
1779293225021,GMKN,attention,quotes_macro,60,1,64,1,0.1,0.001,64,23,0.013547,0.016571,0.014145,0.019131,0.021681,0.018174,0.729465,0.892325,0.761668,0.527132,0.537736,0.518868,3,cuda
1779293231212,GMKN,attention,quotes_macro_fund,60,1,64,1,0.1,0.001,64,50,0.012736,0.298261,0.156124,0.018131,0.299118,0.188344,0.68579,16.060517,8.406833,0.577519,0.518868,0.490566,4,cuda
1779293238504,GMKN,attention,quotes_macro_fund_sent,60,1,64,1,0.1,0.001,64,11,0.023419,0.031083,0.083291,0.029823,0.043055,0.108626,1.261044,1.673712,4.484985,0.4677,0.481132,0.509434,3,cuda
1779293244759,GMKN,attention,quotes,90,1,64,1,0.1,0.001,64,17,0.012946,0.016131,0.013578,0.018524,0.021381,0.016756,0.696973,0.868442,0.730974,0.504648,0.577465,0.555556,3,cuda
1779293250629,GMKN,attention,quotes_macro,90,1,64,1,0.1,0.001,64,20,0.013297,0.016366,0.013867,0.018979,0.021739,0.017071,0.715866,0.881075,0.746526,0.5166,0.507042,0.444444,3,cuda
1779293256680,GMKN,attention,quotes_macro_fund,90,1,64,1,0.1,0.001,64,50,0.013339,0.343386,0.166713,0.019166,0.344056,0.167651,0.71811,18.48648,8.975166,0.540505,0.478873,0.555556,5,cuda
1779293264123,GMKN,attention,quotes_macro_fund_sent,90,1,64,1,0.1,0.001,64,11,0.021926,0.025113,0.098109,0.028337,0.029856,0.107117,1.180426,1.351997,5.281791,0.513944,0.521127,0.444444,3,cuda
1779293270354,SBER,vanilla,quotes,60,20,64,1,0.1,0.001,64,50,0.012386,0.00805,0.006775,0.018522,0.011572,0.00854,0.639199,0.415462,0.34962,0.550265,0.501205,0.487349,4,cuda
1779293276784,SBER,vanilla,quotes_macro,60,20,64,1,0.1,0.001,64,48,0.01239,0.010379,0.010447,0.018411,0.013597,0.012812,0.639422,0.535621,0.539125,0.559855,0.46747,0.496988,4,cuda
1779293283470,SBER,vanilla,quotes_macro_fund,60,20,64,1,0.1,0.001,64,50,0.012264,0.180246,0.180777,0.018181,0.229015,0.230843,0.632913,9.302145,9.329522,0.571296,0.495181,0.50241,4,cuda
1779293290373,SBER,vanilla,quotes_macro_fund_sent,60,20,64,1,0.1,0.001,64,50,0.012314,0.225354,0.217437,0.018247,0.26974,0.260862,0.635488,11.630084,11.221475,0.568651,0.506626,0.505422,4,cuda
1779293297585,SBER,vanilla,quotes,120,20,64,1,0.1,0.001,64,39,0.01204,0.008529,0.007225,0.018148,0.010853,0.008993,0.644382,0.456463,0.386659,0.540616,0.546429,0.517857,3,cuda
1779293303954,SBER,vanilla,quotes_macro,120,20,64,1,0.1,0.001,64,50,0.011967,0.009803,0.011496,0.017899,0.012272,0.014207,0.640475,0.524636,0.61529,0.555952,0.557143,0.539286,4,cuda
1779293310799,SBER,vanilla,quotes_macro_fund,120,20,64,1,0.1,0.001,64,50,0.011894,0.180831,0.182323,0.017755,0.233351,0.234409,0.636577,9.678078,9.757911,0.559804,0.496429,0.5,4,cuda
1779293317748,SBER,vanilla,quotes_macro_fund_sent,120,20,64,1,0.1,0.001,64,50,0.011918,0.222159,0.2099,0.017828,0.265216,0.252388,0.637858,11.889932,11.233844,0.561485,0.503571,0.542857,4,cuda
1779293340129,VTBR,vanilla,quotes,60,20,64,1,0.1,0.001,64,37,0.014487,0.020328,0.015001,0.020888,0.037558,0.020284,0.675959,0.948496,0.699904,0.52331,0.49026,0.473377,3,cuda
1779293346489,VTBR,vanilla,quotes_macro,60,20,64,1,0.1,0.001,64,50,0.014394,0.021176,0.017343,0.020581,0.036683,0.023105,0.671611,0.988019,0.80918,0.540965,0.526623,0.466883,4,cuda
1779293353301,VTBR,vanilla,quotes_macro_fund,60,20,64,1,0.1,0.001,64,50,0.014345,0.18331,0.182693,0.020508,0.231892,0.23216,0.669333,8.553002,8.524193,0.544345,0.485065,0.504545,4,cuda
1779293360219,VTBR,vanilla,quotes_macro_fund_sent,60,20,64,1,0.1,0.001,64,35,0.014572,0.216661,0.213122,0.020815,0.261969,0.255933,0.679898,10.10908,9.943985,0.532483,0.53961,0.496104,4,cuda
1779293367329,VTBR,vanilla,quotes,120,20,64,1,0.1,0.001,64,50,0.014583,0.011934,0.012396,0.021365,0.016333,0.016056,0.667925,0.54658,0.567733,0.523353,0.675,0.48125,4,cuda
1779293373850,VTBR,vanilla,quotes_macro,120,20,64,1,0.1,0.001,64,50,0.014568,0.013386,0.014239,0.021158,0.018106,0.01786,0.667239,0.61308,0.652127,0.534334,0.58125,0.5,4,cuda
1779293380569,VTBR,vanilla,quotes_macro_fund,120,20,64,1,0.1,0.001,64,50,0.014487,0.188715,0.192451,0.021046,0.230978,0.241065,0.663513,8.643174,8.814314,0.540556,0.49375,0.45,4,cuda
1779293387512,VTBR,vanilla,quotes_macro_fund_sent,120,20,64,1,0.1,0.001,64,50,0.014528,0.212748,0.204676,0.021111,0.259863,0.247583,0.665384,9.743895,9.374227,0.537628,0.44375,0.5375,4,cuda
1779293409921,GAZP,vanilla,quotes,60,20,64,1,0.1,0.001,64,50,0.014107,0.014425,0.009437,0.024911,0.018843,0.01192,0.680757,0.696087,0.45539,0.534921,0.577711,0.51747,4,cuda
1779293416451,GAZP,vanilla,quotes_macro,60,20,64,1,0.1,0.001,64,41,0.014152,0.014957,0.00994,0.024993,0.019317,0.012387,0.682906,0.721752,0.47966,0.538889,0.522289,0.496988,3,cuda
1779293422928,GAZP,vanilla,quotes_macro_fund,60,20,64,1,0.1,0.001,64,50,0.014018,0.201948,0.199752,0.024324,0.252512,0.254791,0.67644,9.745135,9.639167,0.540939,0.50241,0.505422,4,cuda
1779293429851,GAZP,vanilla,quotes_macro_fund_sent,60,20,64,1,0.1,0.001,64,50,0.014121,0.221773,0.213545,0.024568,0.26885,0.259354,0.681404,10.701832,10.304747,0.539087,0.515663,0.507831,4,cuda
1779293437075,GAZP,vanilla,quotes,120,20,64,1,0.1,0.001,64,31,0.01417,0.014665,0.010592,0.025445,0.017048,0.013243,0.693339,0.717577,0.518259,0.520378,0.535714,0.482143,3,cuda
1779293443171,GAZP,vanilla,quotes_macro,120,20,64,1,0.1,0.001,64,50,0.014022,0.015078,0.011058,0.024706,0.017517,0.01375,0.686118,0.737804,0.541061,0.539496,0.485714,0.492857,4,cuda
1779293449985,GAZP,vanilla,quotes_macro_fund,120,20,64,1,0.1,0.001,64,50,0.014008,0.208366,0.204554,0.024264,0.271669,0.272399,0.685412,10.195583,10.009035,0.541947,0.517857,0.5,4,cuda
1779293457101,GAZP,vanilla,quotes_macro_fund_sent,120,20,64,1,0.1,0.001,64,50,0.014023,0.222444,0.210405,0.02455,0.265045,0.252759,0.686148,10.884423,10.295352,0.540336,0.560714,0.464286,4,cuda
1779293479469,LKOH,vanilla,quotes,60,20,64,1,0.1,0.001,64,50,0.01168,0.010407,0.01088,0.017161,0.014114,0.016044,0.678997,0.605011,0.632518,0.545899,0.534337,0.456024,4,cuda
1779293485950,LKOH,vanilla,quotes_macro,60,20,64,1,0.1,0.001,64,50,0.011553,0.010563,0.010998,0.016911,0.01455,0.016069,0.671644,0.614081,0.639376,0.561508,0.570482,0.474699,4,cuda
1779293492690,LKOH,vanilla,quotes_macro_fund,60,20,64,1,0.1,0.001,64,50,0.01146,0.134175,0.108682,0.016788,0.180667,0.149495,0.666258,7.800269,6.318241,0.572487,0.500602,0.503614,4,cuda
1779293499679,LKOH,vanilla,quotes_macro_fund_sent,60,20,64,1,0.1,0.001,64,50,0.011488,0.144099,0.126864,0.016854,0.196851,0.184121,0.667884,8.377234,7.375295,0.566865,0.522289,0.504819,4,cuda
1779293506932,LKOH,vanilla,quotes,120,20,64,1,0.1,0.001,64,36,0.011663,0.01,0.011227,0.017218,0.012589,0.015994,0.681652,0.584409,0.656154,0.528782,0.478571,0.428571,3,cuda
1779293513242,LKOH,vanilla,quotes_macro,120,20,64,1,0.1,0.001,64,42,0.011593,0.010034,0.011141,0.017008,0.012642,0.01588,0.677516,0.586395,0.651131,0.548039,0.503571,0.442857,4,cuda
1779293519789,LKOH,vanilla,quotes_macro_fund,120,20,64,1,0.1,0.001,64,50,0.01132,0.148938,0.188562,0.016697,0.181617,0.225281,0.661592,8.704449,11.020192,0.562955,0.475,0.496429,4,cuda
1779293526912,LKOH,vanilla,quotes_macro_fund_sent,120,20,64,1,0.1,0.001,64,50,0.011472,0.175424,0.249611,0.016834,0.247278,0.2956,0.670443,10.252383,14.588077,0.557283,0.546429,0.532143,4,cuda
1779293549266,GMKN,vanilla,quotes,60,20,64,1,0.1,0.001,64,50,0.012639,0.016293,0.014203,0.017607,0.021495,0.018405,0.689667,0.889084,0.775017,0.553931,0.514935,0.490909,4,cuda
1779293555819,GMKN,vanilla,quotes_macro,60,20,64,1,0.1,0.001,64,44,0.012656,0.016987,0.014101,0.017518,0.022377,0.018163,0.690602,0.926927,0.769468,0.557586,0.496753,0.523377,4,cuda
1779293562338,GMKN,vanilla,quotes_macro_fund,60,20,64,1,0.1,0.001,64,50,0.012455,0.202693,0.160316,0.017311,0.251576,0.199765,0.679652,11.060481,8.74807,0.567034,0.500649,0.486364,4,cuda
1779293569285,GMKN,vanilla,quotes_macro_fund_sent,60,20,64,1,0.1,0.001,64,50,0.012499,0.226495,0.213871,0.017404,0.26998,0.285032,0.682047,12.359255,11.670415,0.565724,0.501948,0.507143,4,cuda
1779293576539,GMKN,vanilla,quotes,120,20,64,1,0.1,0.001,64,50,0.013062,0.02247,0.014242,0.018292,0.025648,0.019196,0.704644,1.212194,0.76832,0.554905,0.5375,0.50625,3,cuda
1779293582944,GMKN,vanilla,quotes_macro,120,20,64,1,0.1,0.001,64,50,0.012976,0.022478,0.014926,0.018105,0.02614,0.018767,0.70003,1.212633,0.805208,0.562811,0.54375,0.4875,4,cuda
1779293589661,GMKN,vanilla,quotes_macro_fund,120,20,64,1,0.1,0.001,64,19,0.013928,0.040475,0.079686,0.019213,0.050061,0.10878,0.751384,2.183543,4.298868,0.525037,0.48125,0.49375,3,cuda
1779293595856,GMKN,vanilla,quotes_macro_fund_sent,120,20,64,1,0.1,0.001,64,50,0.012878,0.025832,0.076503,0.01799,0.032364,0.091124,0.694759,1.393576,4.127131,0.568448,0.5375,0.525,4,cuda
1779293618093,SBER,stacked,quotes,60,20,128,2,0.1,0.001,64,18,0.012503,0.00782,0.00585,0.018644,0.011313,0.00737,0.645239,0.403555,0.301902,0.547156,0.509639,0.492771,3,cuda
1779293629765,SBER,stacked,quotes_macro,60,20,128,2,0.1,0.001,64,13,0.01285,0.008894,0.005798,0.01888,0.012202,0.007302,0.663153,0.458978,0.299202,0.533995,0.476506,0.485542,3,cuda
1779293641548,SBER,stacked,quotes_macro_fund,60,20,128,2,0.1,0.001,64,50,0.011992,0.031443,0.031413,0.017235,0.03944,0.039406,0.618874,1.622727,1.62118,0.586442,0.510843,0.513855,4,cuda
1779293654223,SBER,stacked,quotes_macro_fund_sent,60,20,128,2,0.1,0.001,64,50,0.01217,0.043542,0.042458,0.017511,0.05194,0.049483,0.628092,2.247129,2.191149,0.57705,0.481928,0.493373,5,cuda
1779293666855,SBER,stacked,quotes,120,20,128,2,0.1,0.001,64,30,0.012027,0.008079,0.007106,0.018087,0.010235,0.008839,0.64366,0.432395,0.380316,0.547479,0.567857,0.503571,3,cuda
1779293678638,SBER,stacked,quotes_macro,120,20,128,2,0.1,0.001,64,18,0.012101,0.008122,0.006988,0.018062,0.010329,0.008607,0.64765,0.434677,0.37398,0.54909,0.625,0.5,3,cuda
1779293690176,SBER,stacked,quotes_macro_fund,120,20,128,2,0.1,0.001,64,50,0.01168,0.03277,0.034454,0.016968,0.042,0.043508,0.625136,1.753823,1.843981,0.584524,0.489286,0.514286,5,cuda
1779293715445,SBER,stacked,quotes_macro_fund_sent,120,20,128,2,0.1,0.001,64,50,0.01155,0.043423,0.044605,0.016885,0.050841,0.049144,0.618129,2.323976,2.387237,0.584034,0.532143,0.492857,5,cuda
1779293747245,VTBR,stacked,quotes,60,20,128,2,0.1,0.001,64,14,0.014643,0.017684,0.014197,0.021134,0.034165,0.019493,0.683234,0.825097,0.662426,0.516621,0.529221,0.469481,4,cuda
1779293759877,VTBR,stacked,quotes_macro,60,20,128,2,0.1,0.001,64,15,0.0146,0.018215,0.014569,0.020929,0.034677,0.019696,0.681211,0.849872,0.67976,0.527172,0.51039,0.467532,4,cuda
1779293793082,VTBR,stacked,quotes_macro_fund,60,20,128,2,0.1,0.001,64,50,0.013907,0.041673,0.040796,0.019598,0.056369,0.05091,0.648869,1.944388,1.903503,0.590207,0.503896,0.505195,4,cuda
1779293807236,VTBR,stacked,quotes_macro_fund_sent,60,20,128,2,0.1,0.001,64,50,0.013852,0.044373,0.046453,0.019485,0.058142,0.05833,0.646318,2.070382,2.167442,0.598207,0.53961,0.487662,5,cuda
1779293822415,VTBR,stacked,quotes,120,20,128,2,0.1,0.001,64,50,0.014519,0.011524,0.013161,0.021182,0.015612,0.01657,0.664965,0.527803,0.602776,0.543411,0.71875,0.43125,4,cuda
1779293836412,VTBR,stacked,quotes_macro,120,20,128,2,0.1,0.001,64,26,0.014564,0.012511,0.012186,0.021175,0.016266,0.015541,0.667026,0.573008,0.55812,0.545022,0.6375,0.46875,4,cuda
1779293849648,VTBR,stacked,quotes_macro_fund,120,20,128,2,0.1,0.001,64,34,0.014529,0.048343,0.051061,0.02101,0.064109,0.065509,0.665441,2.214127,2.338591,0.544583,0.41875,0.45,4,cuda
1779293864429,VTBR,stacked,quotes_macro_fund_sent,120,20,128,2,0.1,0.001,64,50,0.013909,0.038314,0.045808,0.019922,0.049046,0.056263,0.637045,1.754789,2.097998,0.596559,0.6125,0.5125,6,cuda
1779293897210,GAZP,stacked,quotes,60,20,128,2,0.1,0.001,64,30,0.014167,0.014394,0.009403,0.024583,0.018714,0.011883,0.683655,0.694612,0.453758,0.535913,0.578916,0.485542,4,cuda
1779293911762,GAZP,stacked,quotes_macro,60,20,128,2,0.1,0.001,64,15,0.014191,0.01482,0.009644,0.025314,0.019197,0.012102,0.684809,0.715166,0.465358,0.528108,0.529518,0.487952,3,cuda
1779293924740,GAZP,stacked,quotes_macro_fund,60,20,128,2,0.1,0.001,64,27,0.014159,0.040569,0.039322,0.024429,0.051788,0.049053,0.683234,1.957697,1.897522,0.541402,0.492771,0.499398,4,cuda
1779293957452,GAZP,stacked,quotes_macro_fund_sent,60,20,128,2,0.1,0.001,64,18,0.014202,0.055793,0.055734,0.025265,0.066017,0.065898,0.685318,2.69233,2.68947,0.522354,0.513855,0.512651,4,cuda
1779293971152,GAZP,stacked,quotes,120,20,128,2,0.1,0.001,64,12,0.015019,0.01466,0.010898,0.026511,0.017368,0.013665,0.734876,0.717332,0.533256,0.516947,0.528571,0.535714,3,cuda
1779293983935,GAZP,stacked,quotes_macro,120,20,128,2,0.1,0.001,64,39,0.013884,0.013753,0.010984,0.023286,0.016161,0.014053,0.679337,0.672929,0.537441,0.569328,0.625,0.471429,5,cuda
1779293998379,GAZP,stacked,quotes_macro_fund,120,20,128,2,0.1,0.001,64,28,0.014084,0.04152,0.039724,0.024569,0.055704,0.053675,0.689121,2.031622,1.943729,0.546499,0.503571,0.507143,4,cuda
1779294011442,GAZP,stacked,quotes_macro_fund_sent,120,20,128,2,0.1,0.001,64,18,0.014219,0.054177,0.053818,0.025447,0.063749,0.064617,0.695774,2.650948,2.633371,0.52542,0.567857,0.542857,4,cuda
1779294042825,LKOH,stacked,quotes,60,20,128,2,0.1,0.001,64,17,0.011698,0.010398,0.010844,0.017249,0.01417,0.015983,0.680063,0.604469,0.63039,0.544048,0.544578,0.446386,3,cuda
1779294055362,LKOH,stacked,quotes_macro,60,20,128,2,0.1,0.001,64,23,0.011592,0.010409,0.010884,0.01696,0.014387,0.015903,0.673882,0.605125,0.632729,0.563095,0.569277,0.477711,4,cuda
1779294069033,LKOH,stacked,quotes_macro_fund,60,20,128,2,0.1,0.001,64,39,0.011362,0.030099,0.029727,0.016582,0.040417,0.039953,0.660555,1.749821,1.728165,0.58082,0.506626,0.507831,4,cuda
1779294082341,LKOH,stacked,quotes_macro_fund_sent,60,20,128,2,0.1,0.001,64,37,0.011395,0.034035,0.029834,0.016676,0.045857,0.041876,0.662422,1.978647,1.73442,0.579894,0.527711,0.521687,5,cuda
1779294096943,LKOH,stacked,quotes,120,20,128,2,0.1,0.001,64,20,0.011626,0.009884,0.011027,0.017232,0.012583,0.015793,0.679476,0.577628,0.644441,0.535154,0.535714,0.475,3,cuda
1779294109841,LKOH,stacked,quotes_macro,120,20,128,2,0.1,0.001,64,25,0.011429,0.009869,0.011161,0.016826,0.012323,0.015892,0.667941,0.576763,0.652305,0.566036,0.521429,0.503571,4,cuda
1779294122667,LKOH,stacked,quotes_macro_fund,120,20,128,2,0.1,0.001,64,50,0.011208,0.031452,0.039783,0.016324,0.041989,0.051939,0.655006,1.83816,2.325029,0.585224,0.492857,0.510714,5,cuda
1779294135893,LKOH,stacked,quotes_macro_fund_sent,120,20,128,2,0.1,0.001,64,50,0.011012,0.034643,0.050337,0.016024,0.046074,0.061162,0.643578,2.02467,2.941862,0.606723,0.510714,0.532143,5,cuda
1779294164776,GMKN,stacked,quotes,60,20,128,2,0.1,0.001,64,28,0.012602,0.016042,0.014674,0.017557,0.021248,0.019057,0.687672,0.875374,0.800704,0.555517,0.533117,0.461688,3,cuda
1779294176370,GMKN,stacked,quotes_macro,60,20,128,2,0.1,0.001,64,17,0.012629,0.016796,0.014518,0.017555,0.022193,0.018682,0.689147,0.916527,0.792188,0.553655,0.5,0.500649,3,cuda
1779294187974,GMKN,stacked,quotes_macro_fund,60,20,128,2,0.1,0.001,64,39,0.012253,0.036255,0.04271,0.016914,0.047588,0.055483,0.668628,1.978368,2.330559,0.587034,0.494805,0.495455,4,cuda
1779294201395,GMKN,stacked,quotes_macro_fund_sent,60,20,128,2,0.1,0.001,64,50,0.012018,0.042062,0.043048,0.016452,0.052079,0.057655,0.655766,2.295196,2.349025,0.597172,0.5,0.502597,4,cuda
1779294214930,GMKN,stacked,quotes,120,20,128,2,0.1,0.001,64,20,0.01314,0.022467,0.01439,0.018391,0.025488,0.019617,0.708882,1.212057,0.77631,0.540849,0.55625,0.55,3,cuda
1779294226414,GMKN,stacked,quotes_macro,120,20,128,2,0.1,0.001,64,22,0.012948,0.022574,0.016122,0.018064,0.026932,0.020806,0.698524,1.217834,0.869764,0.565593,0.525,0.4,3,cuda
1779294238503,GMKN,stacked,quotes_macro_fund,120,20,128,2,0.1,0.001,64,35,0.012692,0.023306,0.020765,0.017658,0.027893,0.02641,0.684681,1.257324,1.120227,0.585505,0.51875,0.5875,4,cuda
1779294251440,GMKN,stacked,quotes_macro_fund_sent,120,20,128,2,0.1,0.001,64,26,0.012916,0.024978,0.026767,0.01801,0.030583,0.031992,0.696793,1.347515,1.444031,0.562372,0.5125,0.525,4,cuda
1779294279240,SBER,attn_seq2seq,quotes,60,20,128,1,0.1,0.001,64,13,0.01323,0.008133,0.005317,0.019131,0.011463,0.006732,0.682762,0.41974,0.274418,0.550595,0.478313,0.468072,7,cuda
1779294289123,SBER,attn_seq2seq,quotes_macro,60,20,128,1,0.1,0.001,64,12,0.013206,0.009857,0.006115,0.019086,0.013138,0.007676,0.681523,0.508692,0.315561,0.543056,0.477108,0.468072,7,cuda
1779294298837,SBER,attn_seq2seq,quotes_macro_fund,60,20,128,1,0.1,0.001,64,11,0.022222,0.032548,0.044681,0.027413,0.037323,0.049291,1.14682,1.679747,2.305917,0.474471,0.484337,0.479518,7,cuda
1779294308324,SBER,attn_seq2seq,quotes_macro_fund_sent,60,20,128,1,0.1,0.001,64,14,0.012919,0.02992,0.031292,0.018888,0.04217,0.042683,0.666719,1.544137,1.614907,0.529828,0.478916,0.465663,8,cuda
1779294319224,SBER,attn_seq2seq,quotes,120,20,128,1,0.1,0.001,64,17,0.012162,0.007823,0.006633,0.018155,0.009951,0.008313,0.65089,0.418692,0.354997,0.535924,0.628571,0.496429,8,cuda
1779294330646,SBER,attn_seq2seq,quotes_macro,120,20,128,1,0.1,0.001,64,13,0.011958,0.007842,0.006076,0.01811,0.010006,0.007674,0.640016,0.419697,0.32516,0.554482,0.621429,0.503571,7,cuda
1779294340912,SBER,attn_seq2seq,quotes_macro_fund,120,20,128,1,0.1,0.001,64,11,0.021912,0.023291,0.038815,0.027756,0.026948,0.043197,1.172716,1.24654,2.07738,0.463235,0.585714,0.507143,7,cuda
1779294350739,SBER,attn_seq2seq,quotes_macro_fund_sent,120,20,128,1,0.1,0.001,64,18,0.012051,0.035899,0.03546,0.0181,0.047658,0.047436,0.644967,1.921319,1.897808,0.546639,0.625,0.5,9,cuda
1779294378304,VTBR,attn_seq2seq,quotes,60,20,128,1,0.1,0.001,64,16,0.014606,0.017037,0.013,0.021159,0.034002,0.018328,0.681472,0.794905,0.606561,0.523448,0.621429,0.464286,8,cuda
1779294389129,VTBR,attn_seq2seq,quotes_macro,60,20,128,1,0.1,0.001,64,12,0.014863,0.016307,0.014652,0.021218,0.033465,0.020172,0.693505,0.760849,0.683628,0.480621,0.615584,0.467532,7,cuda
1779294399032,VTBR,attn_seq2seq,quotes_macro_fund,60,20,128,1,0.1,0.001,64,22,0.014567,0.041469,0.044418,0.020842,0.052049,0.04888,0.679669,1.934904,2.072483,0.502621,0.566883,0.490909,11,cuda
1779294412618,VTBR,attn_seq2seq,quotes_macro_fund_sent,60,20,128,1,0.1,0.001,64,21,0.014536,0.058452,0.059267,0.020816,0.078995,0.077122,0.678228,2.727265,2.765299,0.504138,0.621429,0.464935,10,cuda
1779294425862,VTBR,attn_seq2seq,quotes,120,20,128,1,0.1,0.001,64,13,0.014948,0.01288,0.012539,0.021828,0.016597,0.016674,0.684632,0.589919,0.574274,0.476867,0.45,0.55,6,cuda
1779294435406,VTBR,attn_seq2seq,quotes_macro,120,20,128,1,0.1,0.001,64,15,0.014652,0.010842,0.013165,0.02143,0.015659,0.016852,0.671082,0.496556,0.602943,0.514422,0.75625,0.55,7,cuda
1779294445780,VTBR,attn_seq2seq,quotes_macro_fund,120,20,128,1,0.1,0.001,64,15,0.014796,0.042295,0.046497,0.02163,0.047778,0.051026,0.677664,1.937129,2.129567,0.529356,0.44375,0.55,8,cuda
1779294456453,VTBR,attn_seq2seq,quotes_macro_fund_sent,120,20,128,1,0.1,0.001,64,23,0.014709,0.058207,0.056092,0.021362,0.077739,0.075725,0.673699,2.665897,2.56905,0.502855,0.75625,0.55,10,cuda
1779294485446,GAZP,attn_seq2seq,quotes,60,20,128,1,0.1,0.001,64,19,0.014165,0.014532,0.009395,0.025447,0.019056,0.012088,0.683555,0.701264,0.453349,0.537698,0.545181,0.541566,9,cuda
1779294497220,GAZP,attn_seq2seq,quotes_macro,60,20,128,1,0.1,0.001,64,18,0.014219,0.014544,0.009402,0.025411,0.019079,0.012085,0.686148,0.701829,0.453684,0.500992,0.563253,0.539157,9,cuda
1779294508923,GAZP,attn_seq2seq,quotes_macro_fund,60,20,128,1,0.1,0.001,64,14,0.014215,0.048498,0.068349,0.02561,0.056702,0.072391,0.685958,2.340284,3.29824,0.531415,0.527108,0.506626,8,cuda
1779294519557,GAZP,attn_seq2seq,quotes_macro_fund_sent,60,20,128,1,0.1,0.001,64,48,0.014032,0.034746,0.032685,0.024486,0.04776,0.046173,0.677124,1.676706,1.577232,0.57004,0.481325,0.49759,19,cuda
1779294542049,GAZP,attn_seq2seq,quotes,120,20,128,1,0.1,0.001,64,12,0.015547,0.01322,0.010412,0.026853,0.015857,0.013075,0.760728,0.646865,0.50949,0.531443,0.689286,0.592857,6,cuda
1779294551616,GAZP,attn_seq2seq,quotes_macro,120,20,128,1,0.1,0.001,64,28,0.014098,0.012553,0.01261,0.025599,0.016291,0.015729,0.689814,0.614225,0.617023,0.519608,0.689286,0.592857,12,cuda
1779294567070,GAZP,attn_seq2seq,quotes_macro_fund,120,20,128,1,0.1,0.001,64,28,0.014009,0.048904,0.06332,0.025368,0.065191,0.075696,0.685455,2.392939,3.098322,0.538445,0.560714,0.45,13,cuda
1779294582738,GAZP,attn_seq2seq,quotes_macro_fund_sent,120,20,128,1,0.1,0.001,64,50,0.014143,0.034832,0.037558,0.024644,0.045283,0.049261,0.692041,1.704357,1.83775,0.527731,0.582143,0.564286,20,cuda
1779294621584,LKOH,attn_seq2seq,quotes,60,20,128,1,0.1,0.001,64,15,0.011698,0.010431,0.010789,0.017293,0.014226,0.015932,0.680078,0.606419,0.627221,0.536177,0.562048,0.443976,8,cuda
